32,5,0.014155325000047014
32,6,0.014566928000022017
32,7,0.014816939999946044
32,8,0.009521891000076721
32,9,0.008599672999935137
32,10,0.008800083000096492
32,11,0.008934406999969724
32,12,0.008502930000076958
32,13,0.008603340000036042
32,14,0.00833925699998872
32,15,0.00836984699981258
32,16,0.007155628999953478
32,17,0.0071473279999736405
32,18,0.007037276000119164
32,19,0.006957580999824131
32,20,0.006856249000065873
32,21,0.00722753299987744
32,22,0.007196466999857876
32,23,0.006944135999901846
32,24,0.007247631999916848
32,25,0.007459011000037208
32,26,0.007137533000104668
32,27,0.007245710999995936
32,28,0.007101002000126755
32,29,0.007035717000007935
32,30,0.0071576480002022436
32,31,0.007570180999891818
64,5,0.11207243000012568
64,6,0.11072083999988536
64,7,0.10826549999978852
64,8,0.06224822500007576
64,9,0.06268978499997502
64,10,0.06422252799984562
64,11,0.07017326300001514
64,12,0.07293739799979448
64,13,0.0695730969998749
64,14,0.06950307500005692
64,15,0.07139099300002272
64,16,0.05591825299984521
64,17,0.05702531499991892
64,18,0.05741261299999678
64,19,0.056265287999849534
64,20,0.05698676999986674
64,21,0.055539318000001
64,22,0.055984532999900694
64,23,0.055176971000037156
64,24,0.055202684000050795
64,25,0.05535938699995313
64,26,0.05464847899997949
64,27,0.05284305899999708
64,28,0.054918433000011646
64,29,0.05128072599995903
64,30,0.052604519999931654
64,31,0.0522299080000721
64,32,0.05018818200005626
64,33,0.05109952800012252
64,34,0.04951555599996027
64,35,0.05040172999997594
64,36,0.053023715999870547
64,37,0.05282288799980961
64,38,0.05331835599986334
64,39,0.05332515100008095
64,40,0.05011013700004696
64,41,0.05062050700007603
64,42,0.049995006000017383
64,43,0.04946388100006516
64,44,0.04984284600004685
64,45,0.04972162500007471
64,46,0.04962097500015261
64,47,0.05095268900004157
64,48,0.05097256399994876
64,49,0.04976825199992163
64,50,0.04970430599996689
64,51,0.055119020000120145
64,52,0.050311419000081514
64,53,0.05023288699999284
64,54,0.04946776199994929
64,55,0.049458641999990505
64,56,0.04997857099988323
64,57,0.05176596499995867
64,58,0.05002257399996779
64,59,0.05039407999993273
128,5,0.7202618839999104
128,6,0.7145345149999685
128,7,0.7178733499999908
128,8,0.46083205499985525
128,9,0.45386202200006664
128,10,0.4554186559998925
128,11,0.4561791959999937
128,12,0.45489853799995217
128,13,0.45456426999999167
128,14,0.4554901270000755
128,15,0.4579693360001329
128,16,0.3766562000000704
128,17,0.3727713890000359
128,18,0.3830663539999932
128,19,0.39875433699990026
